latitude,longitude,frp,brightness_k,confidence,nearest_facility,distance_km,classification,severity
7.99596,81.07281,7.48,332.97,n,None,1467.48,Agricultural / Stubble Burning,MODERATE
8.00538,80.94382,9.43,333.27,n,None,1466.81,Agricultural / Stubble Burning,MODERATE
8.06398,81.00715,7.16,344.74,n,None,1460.1,Agricultural / Stubble Burning,MODERATE
8.06483,81.00875,5.07,337.46,n,None,1460.0,Agricultural / Stubble Burning,MODERATE
8.11225,81.11897,11.26,333.05,n,None,1454.45,Agricultural / Stubble Burning,MODERATE
8.22898,81.02676,14.88,338.61,n,None,1441.7,Agricultural / Stubble Burning,MODERATE
8.37628,80.63567,16.35,340.64,n,None,1427.05,Agricultural / Stubble Burning,MODERATE
8.38111,80.63701,15.39,341.41,n,None,1426.51,Agricultural / Stubble Burning,MODERATE
8.4907,80.74339,19.34,332.45,n,None,1413.75,Agricultural / Stubble Burning,MODERATE
8.823,80.86677,5.41,332.54,n,None,1376.25,Agricultural / Stubble Burning,MODERATE
9.01332,79.85774,14.78,339.15,n,None,1363.77,Agricultural / Stubble Burning,MODERATE
9.11475,80.29814,9.59,340.92,n,None,1347.7,Agricultural / Stubble Burning,MODERATE
9.24255,80.70767,14.99,339.86,n,None,1330.44,Agricultural / Stubble Burning,MODERATE
9.40651,80.41932,29.65,367.0,h,None,1314.29,Wildfire / Forest Thermal Event,HIGH
9.40808,80.41743,13.27,339.5,n,None,1314.13,Agricultural / Stubble Burning,MODERATE
9.40922,80.42326,13.27,344.76,n,None,1313.96,Agricultural / Stubble Burning,MODERATE
22.78984,86.20039,4.25,332.01,n,"Tata Steel Plant, Jamshedpur",2.25,Routine Industrial Flaring / Smelting,LOW
24.19735,82.71543,3.65,330.3,n,None,340.28,Agricultural / Stubble Burning,MODERATE
27.74572,96.28419,3.97,337.11,n,None,1153.87,Agricultural / Stubble Burning,MODERATE
27.9212,96.75629,20.58,367.0,h,None,1204.15,Agricultural / Stubble Burning,MODERATE
27.98864,95.93889,4.11,331.25,n,None,1136.06,Agricultural / Stubble Burning,MODERATE
31.71096,74.98926,4.81,331.99,n,None,527.27,Agricultural / Stubble Burning,MODERATE
31.72677,74.97857,6.54,329.29,n,None,529.3,Agricultural / Stubble Burning,MODERATE
31.96281,74.84226,3.0,331.6,n,None,558.45,Agricultural / Stubble Burning,MODERATE
7.42443,81.5742,19.62,355.4,n,None,1530.8,Agricultural / Stubble Burning,MODERATE
7.81918,79.90168,7.27,332.21,n,None,1495.21,Agricultural / Stubble Burning,MODERATE
7.82129,79.89932,5.85,333.92,n,None,1495.01,Agricultural / Stubble Burning,MODERATE
7.86066,79.92656,3.53,330.14,n,None,1490.34,Agricultural / Stubble Burning,MODERATE
7.91105,80.07076,5.36,334.4,n,None,1483.22,Agricultural / Stubble Burning,MODERATE
7.94965,81.16211,6.89,330.23,n,None,1472.45,Agricultural / Stubble Burning,MODERATE
7.96745,81.08487,6.95,334.77,n,None,1470.62,Agricultural / Stubble Burning,MODERATE
8.17655,80.60171,21.29,367.0,h,None,1449.44,Agricultural / Stubble Burning,MODERATE
8.17673,79.90968,7.87,332.24,n,None,1455.58,Agricultural / Stubble Burning,MODERATE
8.18016,79.91205,9.38,331.16,n,None,1455.18,Agricultural / Stubble Burning,MODERATE
8.22284,80.55346,13.85,352.38,n,None,1444.61,Agricultural / Stubble Burning,MODERATE
8.22425,80.55553,18.81,367.0,h,None,1444.44,Agricultural / Stubble Burning,MODERATE
8.22942,80.5527,5.86,333.56,n,None,1443.88,Agricultural / Stubble Burning,MODERATE
8.24815,80.27408,3.14,332.29,n,None,1443.95,Agricultural / Stubble Burning,MODERATE
8.38151,77.63257,2.87,336.2,n,None,1479.85,Agricultural / Stubble Burning,MODERATE
8.4721,80.47921,9.06,334.47,n,None,1417.46,Agricultural / Stubble Burning,MODERATE
8.5061,80.53806,9.67,331.64,n,None,1413.27,Agricultural / Stubble Burning,MODERATE
8.51389,80.60078,9.02,336.95,n,None,1411.99,Agricultural / Stubble Burning,MODERATE
8.53039,80.25745,11.51,339.81,n,None,1412.82,Agricultural / Stubble Burning,MODERATE
8.53139,80.2601,10.7,335.51,n,None,1412.68,Agricultural / Stubble Burning,MODERATE
8.63273,77.95695,5.13,343.66,n,None,1443.71,Agricultural / Stubble Burning,MODERATE
8.76355,80.2114,12.8,345.58,n,None,1387.42,Agricultural / Stubble Burning,MODERATE
8.84051,77.56339,6.23,351.95,n,None,1432.79,Agricultural / Stubble Burning,MODERATE
8.9391,77.54266,3.16,330.88,l,None,1422.91,Agricultural / Stubble Burning,MODERATE
9.01183,79.85493,8.15,339.29,n,None,1363.97,Agricultural / Stubble Burning,MODERATE
9.01281,77.36678,2.23,330.69,n,None,1420.63,Agricultural / Stubble Burning,MODERATE
9.23561,77.48406,4.11,333.74,n,None,1393.17,Agricultural / Stubble Burning,MODERATE
9.2401,77.48399,4.15,330.96,n,None,1392.69,Agricultural / Stubble Burning,MODERATE
9.273,77.95239,2.97,335.16,n,None,1374.97,Agricultural / Stubble Burning,MODERATE
9.80803,77.91698,2.8,330.79,n,None,1318.68,Agricultural / Stubble Burning,MODERATE
9.81062,77.91656,5.64,332.04,n,None,1318.42,Agricultural / Stubble Burning,MODERATE
19.37202,71.35451,8.29,340.83,n,None,369.94,Agricultural / Stubble Burning,MODERATE
22.85335,69.71429,3.25,334.46,n,None,55.25,Agricultural / Stubble Burning,MODERATE
23.05704,69.18311,3.99,336.55,n,None,110.87,Agricultural / Stubble Burning,MODERATE
23.2305,69.8563,7.15,337.99,n,None,86.97,Agricultural / Stubble Burning,MODERATE
23.70831,68.89656,6.33,338.83,n,None,181.78,Agricultural / Stubble Burning,MODERATE
23.7121,68.89597,5.25,338.73,n,None,182.14,Agricultural / Stubble Burning,MODERATE
24.82654,68.06606,15.75,342.1,n,None,331.31,Agricultural / Stubble Burning,MODERATE
24.83513,68.07449,12.79,348.36,n,None,331.54,Agricultural / Stubble Burning,MODERATE
25.31203,69.17378,4.39,332.44,l,None,328.47,Agricultural / Stubble Burning,MODERATE
25.31208,69.17742,5.03,338.01,n,None,328.37,Agricultural / Stubble Burning,MODERATE
25.97624,68.75241,5.06,336.12,n,None,411.65,Agricultural / Stubble Burning,MODERATE
27.60912,68.40923,12.4,337.98,n,None,594.99,Agricultural / Stubble Burning,MODERATE
27.71588,68.99443,7.86,338.71,l,None,592.97,Agricultural / Stubble Burning,MODERATE
28.05107,69.37104,5.08,341.0,n,None,624.33,Agricultural / Stubble Burning,MODERATE
28.22972,69.52414,7.31,348.33,n,None,642.61,Agricultural / Stubble Burning,MODERATE
29.35258,71.12714,6.37,341.85,n,None,671.49,Agricultural / Stubble Burning,MODERATE
30.67366,72.12801,2.49,331.19,n,None,640.28,Agricultural / Stubble Burning,MODERATE
31.11015,74.6165,3.68,330.77,n,None,491.98,Agricultural / Stubble Burning,MODERATE
31.11121,74.61674,5.16,330.01,n,None,492.05,Agricultural / Stubble Burning,MODERATE
31.1241,74.65465,9.36,343.81,n,None,490.97,Agricultural / Stubble Burning,MODERATE
31.12541,74.65491,10.59,352.97,n,None,491.07,Agricultural / Stubble Burning,MODERATE
31.35772,74.54604,9.77,355.26,n,None,517.89,Agricultural / Stubble Burning,MODERATE
31.43671,72.1857,1.98,334.55,n,None,683.36,Agricultural / Stubble Burning,MODERATE
31.6539,74.51457,7.67,352.95,n,None,546.28,Agricultural / Stubble Burning,MODERATE
31.93465,72.30624,3.0,330.08,n,None,709.68,Agricultural / Stubble Burning,MODERATE
35.96947,71.78416,7.21,367.0,h,None,1085.6,Agricultural / Stubble Burning,MODERATE
35.96994,71.7915,7.21,336.15,n,None,1085.29,Agricultural / Stubble Burning,MODERATE
35.97488,71.78667,11.09,367.0,h,None,1085.98,Agricultural / Stubble Burning,MODERATE
35.97527,71.79267,11.09,367.0,h,None,1085.73,Agricultural / Stubble Burning,MODERATE
35.98895,94.82888,1.06,301.22,n,None,1666.46,Agricultural / Stubble Burning,MODERATE
21.59062,96.22943,1.23,306.12,n,None,1042.63,Agricultural / Stubble Burning,MODERATE
21.67675,84.03644,1.34,300.69,n,None,216.38,Agricultural / Stubble Burning,MODERATE
21.68045,84.04113,1.34,300.19,n,None,216.08,Agricultural / Stubble Burning,MODERATE
21.69876,84.03098,1.96,299.67,n,None,217.83,Agricultural / Stubble Burning,MODERATE
21.76399,85.57771,0.97,303.88,n,None,100.77,Agricultural / Stubble Burning,MODERATE
21.85749,83.966,1.65,304.93,n,None,231.22,Agricultural / Stubble Burning,MODERATE
21.92468,85.22262,2.4,311.57,n,None,134.48,Agricultural / Stubble Burning,MODERATE
21.92925,85.21793,2.22,304.93,n,None,135.17,Agricultural / Stubble Burning,MODERATE
21.99174,85.32676,1.28,301.95,n,None,126.34,Agricultural / Stubble Burning,MODERATE
22.01131,97.17485,1.06,309.8,n,None,1132.88,Agricultural / Stubble Burning,MODERATE
22.0123,97.17339,1.67,307.9,n,None,1132.72,Agricultural / Stubble Burning,MODERATE
22.05241,88.12465,2.7,322.16,n,None,216.16,Agricultural / Stubble Burning,MODERATE
22.05581,88.12522,2.7,308.11,n,None,216.06,Agricultural / Stubble Burning,MODERATE
22.13259,85.37997,1.64,302.44,n,None,111.5,Agricultural / Stubble Burning,MODERATE
22.20706,84.8479,1.55,304.17,n,None,152.62,Agricultural / Stubble Burning,MODERATE
22.21229,84.87164,2.63,316.89,n,None,150.17,Agricultural / Stubble Burning,MODERATE
22.24515,87.38655,0.83,307.53,n,None,138.17,Agricultural / Stubble Burning,MODERATE
22.24565,87.3895,1.7,313.2,n,None,138.41,Agricultural / Stubble Burning,MODERATE
22.31256,84.76579,1.74,302.49,n,None,155.7,Agricultural / Stubble Burning,MODERATE
22.33047,87.3986,4.42,327.65,n,None,135.27,Agricultural / Stubble Burning,MODERATE
22.35646,87.28973,3.2,312.04,n,None,123.85,Agricultural / Stubble Burning,MODERATE
22.36156,87.0164,3.8,319.85,n,None,98.52,Agricultural / Stubble Burning,MODERATE
22.36232,87.29939,2.75,308.24,n,None,124.5,Agricultural / Stubble Burning,MODERATE
22.36266,87.2986,2.48,308.58,n,None,124.41,Agricultural / Stubble Burning,MODERATE
22.36513,87.01697,4.14,320.75,n,None,98.37,Agricultural / Stubble Burning,MODERATE
22.36525,87.3042,2.85,307.1,n,None,124.82,Agricultural / Stubble Burning,MODERATE
22.3656,87.30343,3.94,309.77,n,None,124.73,Agricultural / Stubble Burning,MODERATE
22.36585,87.29993,2.75,325.94,n,None,124.39,Agricultural / Stubble Burning,MODERATE
22.36618,87.29916,2.48,324.67,n,None,124.3,Agricultural / Stubble Burning,MODERATE
22.37614,87.27886,8.55,341.63,n,None,121.95,Agricultural / Stubble Burning,MODERATE
22.37967,87.27942,2.33,306.06,n,None,121.85,Agricultural / Stubble Burning,MODERATE
22.57173,85.89788,2.5,317.6,n,None,39.25,Agricultural / Stubble Burning,MODERATE
22.57237,85.89285,5.38,327.34,n,None,39.59,Agricultural / Stubble Burning,MODERATE
22.59007,85.90559,1.33,305.68,n,None,37.32,Agricultural / Stubble Burning,MODERATE
22.6084,85.91337,1.98,309.13,n,None,35.42,Agricultural / Stubble Burning,MODERATE
22.78988,86.21069,1.42,310.1,n,None,3.07,Agricultural / Stubble Burning,MODERATE
22.79051,86.20585,1.42,307.16,n,"Tata Steel Plant, Jamshedpur",2.62,Routine Industrial Flaring / Smelting,LOW
22.79488,86.20152,3.42,310.47,n,"Tata Steel Plant, Jamshedpur",1.97,Routine Industrial Flaring / Smelting,LOW
22.79863,86.20203,1.33,305.59,n,"Tata Steel Plant, Jamshedpur",1.83,Routine Industrial Flaring / Smelting,LOW
22.80953,86.08892,1.29,304.7,n,None,9.9,Agricultural / Stubble Burning,MODERATE
22.87329,88.21279,2.4,308.67,n,None,207.9,Agricultural / Stubble Burning,MODERATE
22.87513,86.0611,1.85,309.14,n,None,14.96,Agricultural / Stubble Burning,MODERATE
23.48057,87.3631,1.61,310.26,n,None,141.95,Agricultural / Stubble Burning,MODERATE
23.48116,87.35871,1.61,307.62,n,None,141.6,Agricultural / Stubble Burning,MODERATE
23.48412,87.36367,1.61,322.15,n,None,142.21,Agricultural / Stubble Burning,MODERATE
23.55113,86.54237,1.9,306.62,n,None,90.68,Agricultural / Stubble Burning,MODERATE
23.55564,87.23958,6.35,305.83,n,None,136.33,Agricultural / Stubble Burning,MODERATE
23.55922,87.24014,6.35,337.8,n,None,136.62,Agricultural / Stubble Burning,MODERATE
23.56176,87.23847,1.55,305.55,n,None,136.65,Agricultural / Stubble Burning,MODERATE
23.61031,85.67498,0.87,302.31,n,None,103.67,Agricultural / Stubble Burning,MODERATE
23.61067,87.14558,1.73,303.05,n,None,132.9,Agricultural / Stubble Burning,MODERATE
23.62885,86.29082,2.59,311.18,n,None,92.28,Agricultural / Stubble Burning,MODERATE
23.63277,86.83619,1.35,304.68,n,None,113.59,Agricultural / Stubble Burning,MODERATE
23.65528,85.50589,1.48,307.56,n,None,117.34,Agricultural / Stubble Burning,MODERATE
23.66402,87.15853,3.48,312.58,n,None,137.91,Agricultural / Stubble Burning,MODERATE
23.66419,84.99803,2.25,310.08,n,None,154.45,Agricultural / Stubble Burning,MODERATE
23.66463,87.15403,4.14,320.98,n,None,137.62,Agricultural / Stubble Burning,MODERATE
23.6687,84.99474,0.75,303.6,n,None,155.02,Agricultural / Stubble Burning,MODERATE
23.6758,86.10421,4.0,319.64,n,None,97.23,Agricultural / Stubble Burning,MODERATE
23.67609,86.39803,2.34,316.36,n,None,99.31,Agricultural / Stubble Burning,MODERATE
23.67715,86.40022,1.75,313.21,n,None,99.47,Agricultural / Stubble Burning,MODERATE
23.67776,86.39534,1.75,309.66,n,None,99.43,Agricultural / Stubble Burning,MODERATE
23.67839,86.08393,2.62,306.0,n,None,97.71,Agricultural / Stubble Burning,MODERATE
23.67982,86.39861,2.34,304.16,n,None,99.73,Agricultural / Stubble Burning,MODERATE
23.6809,86.09462,3.23,316.23,n,None,97.88,Agricultural / Stubble Burning,MODERATE
23.6815,86.39594,1.75,308.52,n,None,99.85,Agricultural / Stubble Burning,MODERATE
23.68587,86.39157,3.52,316.58,n,None,100.23,Agricultural / Stubble Burning,MODERATE
23.69436,85.28903,1.08,301.44,n,None,134.81,Agricultural / Stubble Burning,MODERATE
23.69543,85.36773,1.12,301.91,n,None,129.58,Agricultural / Stubble Burning,MODERATE
23.69675,85.35658,1.34,300.75,n,None,130.43,Agricultural / Stubble Burning,MODERATE
23.69687,85.3662,1.44,299.75,n,None,129.8,Agricultural / Stubble Burning,MODERATE
23.69873,86.07649,1.38,306.19,n,None,100.04,Agricultural / Stubble Burning,MODERATE
23.71263,86.45056,1.05,298.49,n,None,104.54,Agricultural / Stubble Burning,MODERATE
23.71265,86.42067,1.47,300.67,n,None,103.79,Agricultural / Stubble Burning,MODERATE
23.71344,85.28403,0.63,297.42,n,None,136.72,Agricultural / Stubble Burning,MODERATE
23.72049,85.0099,1.38,304.51,n,None,157.45,Agricultural / Stubble Burning,MODERATE
23.75253,85.85485,2.27,307.19,n,None,110.68,Agricultural / Stubble Burning,MODERATE
23.75639,85.85545,2.27,312.34,n,None,111.07,Agricultural / Stubble Burning,MODERATE
23.76132,86.39812,3.03,311.86,n,None,108.58,Agricultural / Stubble Burning,MODERATE
23.76442,86.40362,3.03,318.44,n,None,109.03,Agricultural / Stubble Burning,MODERATE
23.76816,86.40417,1.58,304.37,n,None,109.45,Agricultural / Stubble Burning,MODERATE
23.7733,86.36485,6.91,329.62,n,None,109.26,Agricultural / Stubble Burning,MODERATE
23.77447,86.38514,2.69,309.93,n,None,109.76,Agricultural / Stubble Burning,MODERATE
23.77757,86.39063,2.22,324.18,n,None,110.2,Agricultural / Stubble Burning,MODERATE
23.7782,86.20853,1.77,312.53,n,None,108.29,Agricultural / Stubble Burning,MODERATE
23.77901,86.38809,5.58,325.06,n,None,110.31,Agricultural / Stubble Burning,MODERATE
23.77963,86.34565,1.96,308.03,n,None,109.65,Agricultural / Stubble Burning,MODERATE
23.78131,86.3912,2.22,305.36,n,None,110.62,Agricultural / Stubble Burning,MODERATE
23.78197,86.20911,1.77,304.93,n,None,108.71,Agricultural / Stubble Burning,MODERATE
23.78896,85.55489,0.13,297.8,n,None,126.99,Agricultural / Stubble Burning,MODERATE
23.79399,86.35288,3.8,314.24,n,None,111.34,Agricultural / Stubble Burning,MODERATE
23.79459,86.3552,2.08,314.05,n,None,111.44,Agricultural / Stubble Burning,MODERATE
23.79522,86.35023,2.08,305.82,n,None,111.43,Agricultural / Stubble Burning,MODERATE
23.79897,86.35081,2.35,308.55,n,None,111.85,Agricultural / Stubble Burning,MODERATE
23.80145,86.33105,2.15,315.03,n,None,111.84,Agricultural / Stubble Burning,MODERATE
23.8027,86.32107,3.65,305.09,n,None,111.85,Agricultural / Stubble Burning,MODERATE
23.80521,86.33162,2.15,311.78,n,None,112.26,Agricultural / Stubble Burning,MODERATE
23.82537,84.57391,2.05,305.57,n,None,199.9,Agricultural / Stubble Burning,MODERATE
23.83998,84.9466,0.52,299.11,n,None,171.04,Agricultural / Stubble Burning,MODERATE
24.11474,86.85886,1.67,310.26,n,None,161.06,Agricultural / Stubble Burning,MODERATE
24.19647,82.71571,2.58,301.49,n,None,340.38,Agricultural / Stubble Burning,MODERATE
24.19791,82.71751,1.13,299.47,n,None,340.35,Agricultural / Stubble Burning,MODERATE
24.20323,82.71207,1.13,300.17,n,None,339.55,Agricultural / Stubble Burning,MODERATE
24.20655,82.711,2.98,299.91,n,None,339.18,Agricultural / Stubble Burning,MODERATE
24.65422,91.93871,2.47,307.82,n,None,620.64,Agricultural / Stubble Burning,MODERATE
24.9241,84.15478,2.16,306.06,n,None,313.33,Agricultural / Stubble Burning,MODERATE
25.43283,86.08572,1.25,304.67,n,None,292.42,Agricultural / Stubble Burning,MODERATE
25.43429,86.08202,1.82,306.85,n,None,292.6,Agricultural / Stubble Burning,MODERATE
25.54086,91.23626,0.72,304.56,n,None,595.82,Agricultural / Stubble Burning,MODERATE
26.64382,79.47578,1.16,303.94,n,None,138.35,Agricultural / Stubble Burning,MODERATE
27.32448,95.27667,1.41,306.73,n,None,1044.07,Agricultural / Stubble Burning,MODERATE
27.37759,95.08962,1.35,308.47,n,None,1030.33,Agricultural / Stubble Burning,MODERATE
27.37792,95.33338,1.93,310.02,n,None,1051.75,Agricultural / Stubble Burning,MODERATE
28.34749,77.23125,1.4,303.91,n,None,95.49,Agricultural / Stubble Burning,MODERATE
28.34895,77.23016,1.44,304.16,n,None,95.69,Agricultural / Stubble Burning,MODERATE
28.36982,77.22448,2.5,307.09,n,None,97.99,Agricultural / Stubble Burning,MODERATE
14.58824,78.58073,4.13,307.48,n,None,791.51,Agricultural / Stubble Burning,MODERATE
15.16857,76.37953,1.22,295.63,n,None,852.65,Agricultural / Stubble Burning,MODERATE
19.0969,82.16512,1.84,297.05,n,None,246.75,Agricultural / Stubble Burning,MODERATE
20.75886,85.29892,2.06,315.6,n,None,72.05,Agricultural / Stubble Burning,MODERATE
20.75953,85.2938,2.06,311.72,n,None,72.55,Agricultural / Stubble Burning,MODERATE
20.78661,85.26652,1.77,310.77,n,None,74.56,Agricultural / Stubble Burning,MODERATE
20.78727,85.26144,2.42,309.81,n,None,75.06,Agricultural / Stubble Burning,MODERATE
20.79246,85.25185,3.91,329.1,n,None,75.91,Agricultural / Stubble Burning,MODERATE
20.79437,85.254,11.96,330.88,n,None,75.65,Agricultural / Stubble Burning,MODERATE
20.79631,85.2524,3.91,328.81,n,None,75.76,Agricultural / Stubble Burning,MODERATE
20.79758,85.25964,1.16,305.13,n,None,75.0,Agricultural / Stubble Burning,MODERATE
20.79949,85.25804,1.28,303.75,n,None,75.12,Agricultural / Stubble Burning,MODERATE
20.80593,85.2556,2.06,318.37,n,None,75.23,Agricultural / Stubble Burning,MODERATE
20.80978,85.25613,2.06,304.25,n,None,75.09,Agricultural / Stubble Burning,MODERATE
20.86255,84.99429,2.21,306.55,n,None,101.32,Agricultural / Stubble Burning,MODERATE
20.86321,84.98904,2.21,329.03,n,None,101.86,Agricultural / Stubble Burning,MODERATE
20.86647,84.99485,2.21,305.83,n,None,101.23,Agricultural / Stubble Burning,MODERATE
20.88413,84.98122,3.76,318.86,n,None,102.51,Agricultural / Stubble Burning,MODERATE
20.88806,84.98174,2.33,310.58,n,None,102.43,Agricultural / Stubble Burning,MODERATE
20.95039,86.04722,6.59,327.83,n,None,8.58,Agricultural / Stubble Burning,MODERATE
20.951,86.04254,2.0,308.6,n,None,8.12,Agricultural / Stubble Burning,MODERATE
20.9559,85.01449,3.02,310.09,n,None,98.92,Agricultural / Stubble Burning,MODERATE
20.96135,85.19098,1.54,316.03,n,None,80.62,Agricultural / Stubble Burning,MODERATE
20.962,85.18585,4.77,317.43,n,None,81.15,Agricultural / Stubble Burning,MODERATE
20.96211,86.01562,2.54,306.16,n,None,6.01,Agricultural / Stubble Burning,MODERATE
20.96332,85.17551,2.09,315.42,n,None,82.23,Agricultural / Stubble Burning,MODERATE
20.96335,86.00627,4.44,323.34,n,None,5.3,Agricultural / Stubble Burning,MODERATE
20.96398,85.17031,2.09,309.29,n,None,82.77,Agricultural / Stubble Burning,MODERATE
20.96465,85.16509,1.4,306.18,n,None,83.32,Agricultural / Stubble Burning,MODERATE
20.96522,85.19154,1.54,306.24,n,None,80.57,Agricultural / Stubble Burning,MODERATE
20.96531,85.15987,1.4,307.45,n,None,83.86,Agricultural / Stubble Burning,MODERATE
20.96643,86.01149,2.54,320.17,n,None,5.93,Agricultural / Stubble Burning,MODERATE
20.9672,85.17605,2.09,322.57,n,None,82.19,Agricultural / Stubble Burning,MODERATE
20.96787,85.17083,2.09,305.81,n,None,82.74,Agricultural / Stubble Burning,MODERATE
20.96889,86.02138,2.36,309.1,n,None,6.92,Agricultural / Stubble Burning,MODERATE
20.96986,85.1552,2.69,309.11,n,None,84.37,Agricultural / Stubble Burning,MODERATE
20.97108,85.17659,2.37,313.31,n,None,82.15,Agricultural / Stubble Burning,MODERATE
20.97445,86.0079,3.71,306.63,n,None,6.26,Agricultural / Stubble Burning,MODERATE
20.97563,85.1719,2.37,316.7,n,None,82.67,Agricultural / Stubble Burning,MODERATE
21.00215,86.02635,3.11,312.01,n,None,9.85,Agricultural / Stubble Burning,MODERATE
21.07204,85.04431,1.71,306.87,n,None,96.99,Agricultural / Stubble Burning,MODERATE
21.07596,85.04484,1.71,311.44,n,None,97.0,Agricultural / Stubble Burning,MODERATE
21.07663,85.03953,4.67,312.21,n,None,97.56,Agricultural / Stubble Burning,MODERATE
21.08121,85.03476,1.98,308.22,n,None,98.13,Agricultural / Stubble Burning,MODERATE
8.97767,80.67373,1.16,304.19,n,None,1360.05,Agricultural / Stubble Burning,MODERATE
6.61667,80.86543,4.75,337.86,n,None,1621.43,Agricultural / Stubble Burning,MODERATE
7.00607,81.56921,1.11,309.28,n,None,1577.31,Agricultural / Stubble Burning,MODERATE
7.37025,81.38673,2.06,311.58,n,None,1536.69,Agricultural / Stubble Burning,MODERATE
31.24832,76.92965,0.48,300.13,n,None,412.97,Agricultural / Stubble Burning,MODERATE
31.25948,76.92677,0.76,302.91,n,None,414.24,Agricultural / Stubble Burning,MODERATE
32.57404,72.56458,3.44,307.3,n,None,741.85,Agricultural / Stubble Burning,MODERATE
32.72028,72.92151,0.93,305.99,n,None,731.83,Agricultural / Stubble Burning,MODERATE
32.88754,71.61716,3.41,312.96,n,None,829.01,Agricultural / Stubble Burning,MODERATE
32.88812,71.61903,2.61,310.05,n,None,828.93,Agricultural / Stubble Burning,MODERATE
33.21862,71.48866,5.01,331.5,n,None,863.26,Agricultural / Stubble Burning,MODERATE
33.29602,71.18752,1.5,312.08,n,None,889.32,Agricultural / Stubble Burning,MODERATE
33.2966,71.18449,0.91,307.11,n,None,889.57,Agricultural / Stubble Burning,MODERATE
33.54422,71.55211,1.07,306.81,n,None,885.08,Agricultural / Stubble Burning,MODERATE
26.25882,74.09476,0.99,306.58,n,None,387.17,Agricultural / Stubble Burning,MODERATE
26.64012,79.48239,0.61,300.65,n,None,137.73,Agricultural / Stubble Burning,MODERATE
27.66586,76.12849,1.22,303.37,n,None,155.12,Agricultural / Stubble Burning,MODERATE
28.05047,69.37026,0.45,309.0,n,None,624.28,Agricultural / Stubble Burning,MODERATE
28.34514,77.23048,1.02,308.47,n,None,95.3,Agricultural / Stubble Burning,MODERATE
28.37166,77.22452,1.08,305.06,n,None,98.17,Agricultural / Stubble Burning,MODERATE
28.42589,69.69963,2.19,319.67,n,None,663.16,Agricultural / Stubble Burning,MODERATE
30.44688,70.56768,1.22,309.06,n,None,762.41,Agricultural / Stubble Burning,MODERATE
25.38592,68.58326,1.55,313.11,n,None,357.11,Agricultural / Stubble Burning,MODERATE
15.65567,73.98708,1.05,301.86,n,None,862.85,Agricultural / Stubble Burning,MODERATE
15.9894,97.68867,4.61,334.49,n,None,1352.39,Agricultural / Stubble Burning,MODERATE
17.8471,95.08736,2.33,331.67,n,None,1016.08,Agricultural / Stubble Burning,MODERATE
18.15625,96.45904,7.03,334.63,n,None,1141.7,Agricultural / Stubble Burning,MODERATE
19.42887,96.0562,2.08,330.94,n,None,1066.03,Agricultural / Stubble Burning,MODERATE
20.94607,95.85555,4.05,334.33,n,None,1018.8,Agricultural / Stubble Burning,MODERATE
22.01296,97.17343,2.33,330.58,n,None,1132.71,Agricultural / Stubble Burning,MODERATE
22.30986,97.83076,4.59,337.72,n,None,1196.8,Agricultural / Stubble Burning,MODERATE
22.47214,91.73652,3.2,331.06,n,None,570.86,Agricultural / Stubble Burning,MODERATE
23.6387,97.00668,3.79,334.66,n,None,1109.4,Agricultural / Stubble Burning,MODERATE
23.94453,96.09525,5.75,333.32,n,None,1019.18,Agricultural / Stubble Burning,MODERATE
24.32326,94.82581,4.48,338.47,n,None,896.53,Agricultural / Stubble Burning,MODERATE
26.68032,96.22619,2.1,332.47,n,None,1101.27,Agricultural / Stubble Burning,MODERATE
27.73957,96.29856,5.09,331.02,n,None,1154.84,Agricultural / Stubble Burning,MODERATE
27.76925,96.00028,7.85,330.29,n,None,1130.07,Agricultural / Stubble Burning,MODERATE
28.25653,95.64436,4.77,333.72,n,None,1125.5,Agricultural / Stubble Burning,MODERATE
29.16664,89.05265,2.54,326.2,n,None,763.18,Agricultural / Stubble Burning,MODERATE
6.56199,80.9104,9.93,344.03,n,None,1627.35,Agricultural / Stubble Burning,MODERATE
6.84954,81.74194,11.25,367.0,h,None,1595.06,Agricultural / Stubble Burning,MODERATE
7.01906,81.37799,3.32,337.67,n,None,1575.74,Agricultural / Stubble Burning,MODERATE
7.28559,81.23047,5.47,346.04,n,None,1546.18,Agricultural / Stubble Burning,MODERATE
7.30684,81.12773,9.12,333.27,n,None,1543.97,Agricultural / Stubble Burning,MODERATE
7.32698,81.23632,5.56,349.16,n,None,1541.57,Agricultural / Stubble Burning,MODERATE
7.47962,80.9305,8.73,339.48,n,None,1525.29,Agricultural / Stubble Burning,MODERATE
7.56578,80.95718,18.12,341.75,n,None,1515.62,Agricultural / Stubble Burning,MODERATE
7.57936,80.98353,8.34,339.34,n,None,1514.03,Agricultural / Stubble Burning,MODERATE
7.59758,81.04347,5.2,331.29,n,None,1511.84,Agricultural / Stubble Burning,MODERATE
7.61622,80.09357,6.08,330.23,n,None,1515.65,Agricultural / Stubble Burning,MODERATE
7.61663,80.09145,3.49,330.22,n,None,1515.62,Agricultural / Stubble Burning,MODERATE
7.70251,80.63237,8.78,339.67,n,None,1501.89,Agricultural / Stubble Burning,MODERATE
7.703,80.63457,8.95,339.88,n,None,1501.82,Agricultural / Stubble Burning,MODERATE
7.76048,80.62672,3.57,336.01,n,None,1495.48,Agricultural / Stubble Burning,MODERATE
