latitude,longitude,frp,brightness_k,confidence,nearest_facility,distance_km,classification,severity
7.76191,81.57713,3.71,347.52,n,None,1493.29,Agricultural / Stubble Burning,MODERATE
7.80841,80.12409,7.64,340.15,n,None,1494.06,Agricultural / Stubble Burning,MODERATE
7.84783,80.54978,9.59,333.8,n,None,1486.26,Agricultural / Stubble Burning,MODERATE
7.85741,80.54849,7.13,334.63,n,None,1485.2,Agricultural / Stubble Burning,MODERATE
7.86606,80.61155,4.62,332.21,n,None,1483.85,Agricultural / Stubble Burning,MODERATE
7.87962,80.6746,6.19,335.19,n,None,1481.98,Agricultural / Stubble Burning,MODERATE
7.88576,81.12782,9.55,367.0,h,None,1479.61,Agricultural / Stubble Burning,MODERATE
7.88918,80.20518,2.76,333.38,n,None,1484.35,Agricultural / Stubble Burning,MODERATE
7.92068,80.22617,3.46,331.27,n,None,1480.67,Agricultural / Stubble Burning,MODERATE
7.92992,80.18957,5.99,340.03,n,None,1479.98,Agricultural / Stubble Burning,MODERATE
7.93125,80.55211,11.57,345.35,n,None,1476.98,Agricultural / Stubble Burning,MODERATE
7.9431,79.94717,6.22,331.76,n,None,1480.99,Agricultural / Stubble Burning,MODERATE
7.94774,80.42298,7.13,332.18,n,None,1476.05,Agricultural / Stubble Burning,MODERATE
8.0092,80.19059,12.79,340.64,n,None,1471.19,Agricultural / Stubble Burning,MODERATE
8.01683,80.6076,9.92,335.84,n,None,1467.13,Agricultural / Stubble Burning,MODERATE
8.01757,80.61015,9.38,336.4,n,None,1467.04,Agricultural / Stubble Burning,MODERATE
8.02779,80.36233,7.19,330.16,n,None,1467.64,Agricultural / Stubble Burning,MODERATE
8.0292,80.16267,6.46,334.16,n,None,1469.23,Agricultural / Stubble Burning,MODERATE
8.03683,80.42897,9.92,333.29,n,None,1466.12,Agricultural / Stubble Burning,MODERATE
8.03878,80.232,5.77,332.72,n,None,1467.53,Agricultural / Stubble Burning,MODERATE
8.03901,80.00057,30.68,344.55,n,None,1469.8,Wildfire / Forest Thermal Event,HIGH
8.03994,80.00211,22.24,342.89,n,None,1469.68,Agricultural / Stubble Burning,MODERATE
8.04089,80.42314,8.27,334.82,n,None,1465.72,Agricultural / Stubble Burning,MODERATE
8.04159,80.42829,8.27,336.35,n,None,1465.6,Agricultural / Stubble Burning,MODERATE
8.0462,80.39101,3.72,333.45,n,None,1465.37,Agricultural / Stubble Burning,MODERATE
8.05466,80.59686,6.91,335.34,n,None,1463.0,Agricultural / Stubble Burning,MODERATE
8.0726,81.26368,11.34,367.0,h,None,1458.64,Agricultural / Stubble Burning,MODERATE
8.07765,81.26299,4.78,337.9,n,None,1458.08,Agricultural / Stubble Burning,MODERATE
8.09173,80.76154,5.09,330.58,n,None,1457.97,Agricultural / Stubble Burning,MODERATE
8.09729,80.55213,10.5,343.56,n,None,1458.55,Agricultural / Stubble Burning,MODERATE
8.0977,80.55312,8.69,341.82,n,None,1458.5,Agricultural / Stubble Burning,MODERATE
8.11767,80.05849,1.99,330.33,n,None,1460.48,Agricultural / Stubble Burning,MODERATE
8.15253,80.45384,9.6,330.38,n,None,1453.1,Agricultural / Stubble Burning,MODERATE
8.1573,80.45317,9.6,341.75,n,None,1452.58,Agricultural / Stubble Burning,MODERATE
8.16143,80.59212,11.63,333.41,n,None,1451.17,Agricultural / Stubble Burning,MODERATE
8.17278,80.5311,7.79,332.48,n,None,1450.31,Agricultural / Stubble Burning,MODERATE
8.17638,80.55755,16.53,340.02,n,None,1449.74,Agricultural / Stubble Burning,MODERATE
8.18231,80.30593,4.07,331.15,n,None,1450.97,Agricultural / Stubble Burning,MODERATE
8.18649,80.63194,4.38,332.53,n,None,1448.15,Agricultural / Stubble Burning,MODERATE
8.19665,80.59811,9.25,341.18,n,None,1447.23,Agricultural / Stubble Burning,MODERATE
8.20092,80.34748,2.71,330.18,n,None,1448.56,Agricultural / Stubble Burning,MODERATE
8.20912,80.68921,12.1,332.25,n,None,1445.31,Agricultural / Stubble Burning,MODERATE
8.22508,80.40976,16.64,341.47,n,None,1445.39,Agricultural / Stubble Burning,MODERATE
8.22578,80.41499,14.0,340.9,n,None,1445.27,Agricultural / Stubble Burning,MODERATE
8.22856,80.68656,5.06,335.77,n,None,1443.16,Agricultural / Stubble Burning,MODERATE
8.2373,80.39221,7.93,336.0,n,None,1444.17,Agricultural / Stubble Burning,MODERATE
8.23979,80.69616,6.47,336.45,n,None,1441.86,Agricultural / Stubble Burning,MODERATE
8.243,80.69344,8.1,338.4,n,None,1441.52,Agricultural / Stubble Burning,MODERATE
8.2615,80.32092,8.67,333.48,n,None,1442.07,Agricultural / Stubble Burning,MODERATE
8.29764,80.54935,24.78,354.29,n,None,1436.33,Agricultural / Stubble Burning,MODERATE
8.30056,80.57065,11.46,342.26,n,None,1435.87,Agricultural / Stubble Burning,MODERATE
8.30508,80.71282,7.39,333.32,n,None,1434.52,Agricultural / Stubble Burning,MODERATE
8.31219,80.72861,17.1,335.03,n,None,1433.65,Agricultural / Stubble Burning,MODERATE
8.33322,80.73698,7.17,338.27,n,None,1431.27,Agricultural / Stubble Burning,MODERATE
8.33829,81.30543,8.78,355.34,n,None,1429.07,Agricultural / Stubble Burning,MODERATE
8.34048,80.6557,11.41,331.29,n,None,1430.91,Agricultural / Stubble Burning,MODERATE
8.3414,80.65239,10.11,336.22,n,None,1430.83,Agricultural / Stubble Burning,MODERATE
8.35588,80.29491,5.46,334.1,n,None,1431.83,Agricultural / Stubble Burning,MODERATE
8.3606,81.31765,3.16,332.45,n,None,1426.58,Agricultural / Stubble Burning,MODERATE
8.36272,80.48936,5.42,333.4,n,None,1429.52,Agricultural / Stubble Burning,MODERATE
8.36336,80.64168,5.26,336.65,n,None,1428.45,Agricultural / Stubble Burning,MODERATE
8.36421,80.18029,6.21,335.6,n,None,1431.95,Agricultural / Stubble Burning,MODERATE
8.37162,80.48279,6.82,330.71,n,None,1428.58,Agricultural / Stubble Burning,MODERATE
8.37215,81.24903,5.25,349.39,n,None,1425.35,Agricultural / Stubble Burning,MODERATE
8.37989,80.61746,7.0,336.89,n,None,1426.76,Agricultural / Stubble Burning,MODERATE
8.38475,80.61683,7.0,334.95,n,None,1426.23,Agricultural / Stubble Burning,MODERATE
8.38734,81.24701,2.76,336.55,n,None,1423.66,Agricultural / Stubble Burning,MODERATE
8.39927,80.50613,10.55,340.12,n,None,1425.35,Agricultural / Stubble Burning,MODERATE
8.40659,80.66884,5.94,330.7,n,None,1423.49,Agricultural / Stubble Burning,MODERATE
8.42718,80.60968,10.34,337.85,n,None,1421.56,Agricultural / Stubble Burning,MODERATE
8.42836,80.61076,7.22,337.93,n,None,1421.43,Agricultural / Stubble Burning,MODERATE
8.42951,80.58326,8.48,331.27,n,None,1421.47,Agricultural / Stubble Burning,MODERATE
8.43203,80.60901,10.34,332.1,n,None,1421.03,Agricultural / Stubble Burning,MODERATE
8.43322,80.61012,7.22,331.34,n,None,1420.89,Agricultural / Stubble Burning,MODERATE
8.43337,80.58144,12.46,342.02,n,None,1421.05,Agricultural / Stubble Burning,MODERATE
8.43435,80.5826,3.95,340.89,n,None,1420.94,Agricultural / Stubble Burning,MODERATE
8.46417,80.4798,6.6,334.65,n,None,1418.34,Agricultural / Stubble Burning,MODERATE
8.47655,80.64687,3.97,335.38,n,None,1415.85,Agricultural / Stubble Burning,MODERATE
8.49624,80.24042,8.19,338.64,n,None,1416.76,Agricultural / Stubble Burning,MODERATE
8.50137,80.61045,6.43,331.95,n,None,1413.32,Agricultural / Stubble Burning,MODERATE
8.51375,80.59233,10.02,339.14,n,None,1412.06,Agricultural / Stubble Burning,MODERATE
8.51833,80.55355,11.8,332.86,n,None,1411.81,Agricultural / Stubble Burning,MODERATE
8.52348,80.41283,12.4,340.27,n,None,1412.26,Agricultural / Stubble Burning,MODERATE
8.52402,80.41576,10.7,342.22,n,None,1412.18,Agricultural / Stubble Burning,MODERATE
8.53939,80.67155,15.68,344.55,n,None,1408.73,Agricultural / Stubble Burning,MODERATE
8.54215,80.66906,8.95,341.97,n,None,1408.44,Agricultural / Stubble Burning,MODERATE
8.55004,80.42806,9.82,340.72,n,None,1409.2,Agricultural / Stubble Burning,MODERATE
8.56002,78.07714,4.24,342.75,n,None,1448.34,Agricultural / Stubble Burning,MODERATE
8.56377,80.66823,6.13,330.53,n,None,1406.04,Agricultural / Stubble Burning,MODERATE
8.58597,77.99529,4.45,339.1,n,None,1447.71,Agricultural / Stubble Burning,MODERATE
8.59323,80.56812,42.11,340.23,n,None,1403.4,Wildfire / Forest Thermal Event,HIGH
8.61431,80.3978,6.01,341.92,n,None,1402.31,Agricultural / Stubble Burning,MODERATE
8.61494,80.4004,11.15,340.92,n,None,1402.22,Agricultural / Stubble Burning,MODERATE
8.62795,80.42538,8.86,338.67,n,None,1400.58,Agricultural / Stubble Burning,MODERATE
8.62823,80.42798,9.43,338.12,n,None,1400.53,Agricultural / Stubble Burning,MODERATE
8.65732,80.35207,10.75,340.73,n,None,1397.92,Agricultural / Stubble Burning,MODERATE
8.70618,81.10874,4.81,348.98,n,None,1388.44,Agricultural / Stubble Burning,MODERATE
9.71718,78.94819,5.28,341.37,n,None,1301.96,Agricultural / Stubble Burning,MODERATE
9.71753,78.94925,5.02,342.23,n,None,1301.9,Agricultural / Stubble Burning,MODERATE
9.79343,78.81542,4.69,339.98,n,None,1296.58,Agricultural / Stubble Burning,MODERATE
14.63823,80.02961,7.88,339.71,n,None,742.38,Agricultural / Stubble Burning,MODERATE
15.44039,76.75618,9.55,334.84,n,None,804.18,Agricultural / Stubble Burning,MODERATE
15.65807,76.34846,1.62,331.78,n,None,812.29,Agricultural / Stubble Burning,MODERATE
21.7471,83.8422,20.35,348.28,n,None,237.91,Agricultural / Stubble Burning,MODERATE
21.74762,83.84351,20.92,341.73,n,None,237.81,Agricultural / Stubble Burning,MODERATE
23.12085,70.08622,4.83,344.08,n,None,72.35,Agricultural / Stubble Burning,MODERATE
23.92739,71.50553,3.85,335.21,n,None,219.39,Agricultural / Stubble Burning,MODERATE
24.82068,69.28185,2.19,334.57,n,None,272.99,Agricultural / Stubble Burning,MODERATE
25.09991,69.03384,1.56,330.54,l,None,310.36,Agricultural / Stubble Burning,MODERATE
25.38811,68.58119,4.23,337.06,n,None,357.42,Agricultural / Stubble Burning,MODERATE
25.45929,68.73104,1.59,335.18,n,None,358.61,Agricultural / Stubble Burning,MODERATE
26.09378,68.87895,5.59,338.02,l,None,420.2,Agricultural / Stubble Burning,MODERATE
26.1247,68.94427,2.85,332.84,l,None,421.68,Agricultural / Stubble Burning,MODERATE
27.73836,68.51983,18.0,340.35,n,None,605.84,Agricultural / Stubble Burning,MODERATE
27.76999,68.1642,1.88,331.09,n,None,619.29,Agricultural / Stubble Burning,MODERATE
27.89978,71.84229,8.62,340.74,n,None,577.49,Agricultural / Stubble Burning,MODERATE
28.05307,69.37003,5.51,339.27,n,None,624.57,Agricultural / Stubble Burning,MODERATE
28.15295,69.30789,2.4,330.54,l,None,636.31,Agricultural / Stubble Burning,MODERATE
28.4256,69.70081,4.65,334.54,l,None,663.12,Agricultural / Stubble Burning,MODERATE
28.52779,68.04312,9.12,343.03,n,None,703.17,Agricultural / Stubble Burning,MODERATE
30.0489,71.86846,2.97,332.22,n,None,630.18,Agricultural / Stubble Burning,MODERATE
30.61643,74.1008,30.79,351.89,n,None,484.88,Wildfire / Forest Thermal Event,HIGH
31.0919,73.43374,8.87,331.33,l,None,567.55,Agricultural / Stubble Burning,MODERATE
31.38006,74.8971,6.34,334.89,n,None,500.69,Agricultural / Stubble Burning,MODERATE
31.54852,74.82507,5.51,334.76,n,None,520.09,Agricultural / Stubble Burning,MODERATE
31.70966,75.16199,11.18,341.32,n,None,519.06,Agricultural / Stubble Burning,MODERATE
31.70993,75.16241,8.57,340.87,n,None,519.06,Agricultural / Stubble Burning,MODERATE
32.07531,72.408,1.92,330.12,n,None,713.08,Agricultural / Stubble Burning,MODERATE
32.90236,71.88142,10.22,342.5,n,None,812.51,Agricultural / Stubble Burning,MODERATE
33.71605,73.99878,13.48,339.65,n,None,767.03,Agricultural / Stubble Burning,MODERATE
24.93937,97.87523,0.42,299.83,n,None,1211.68,Agricultural / Stubble Burning,MODERATE
26.58274,93.77743,0.46,305.09,n,None,874.23,Agricultural / Stubble Burning,MODERATE
20.86759,96.3922,1.07,305.99,n,None,1075.04,Agricultural / Stubble Burning,MODERATE
20.95122,86.04872,1.95,296.17,n,None,8.75,Agricultural / Stubble Burning,MODERATE
21.17741,81.38749,5.16,301.5,n,Bhilai Steel Complex,1.6,Routine Industrial Flaring / Smelting,LOW
21.17997,81.38425,5.58,310.7,n,Bhilai Steel Complex,1.2,Routine Industrial Flaring / Smelting,LOW
21.19512,81.41978,2.57,301.76,n,None,4.16,Agricultural / Stubble Burning,MODERATE
21.19557,81.41378,2.94,306.26,n,None,3.56,Agricultural / Stubble Burning,MODERATE
21.19748,81.41651,3.7,317.98,n,None,3.88,Agricultural / Stubble Burning,MODERATE
21.37285,81.67832,0.86,297.72,n,None,37.0,Agricultural / Stubble Burning,MODERATE
21.37577,81.64222,2.07,296.02,n,None,34.13,Agricultural / Stubble Burning,MODERATE
21.37869,81.67963,2.17,302.96,n,None,37.47,Agricultural / Stubble Burning,MODERATE
21.59324,96.22859,1.68,310.86,n,None,1042.5,Agricultural / Stubble Burning,MODERATE
21.6776,84.03869,0.54,295.71,n,None,216.2,Agricultural / Stubble Burning,MODERATE
21.75613,84.02188,2.82,300.2,n,None,221.22,Agricultural / Stubble Burning,MODERATE
21.88047,97.09915,0.93,307.18,n,None,1126.88,Agricultural / Stubble Burning,MODERATE
22.13358,85.38276,1.22,311.36,n,None,111.22,Agricultural / Stubble Burning,MODERATE
22.21011,84.55067,1.06,305.81,n,None,180.47,Agricultural / Stubble Burning,MODERATE
22.32015,82.56496,2.57,309.4,n,None,175.41,Agricultural / Stubble Burning,MODERATE
22.32431,82.59199,2.09,303.72,n,None,177.69,Agricultural / Stubble Burning,MODERATE
22.3293,82.60853,2.54,306.36,n,None,179.29,Agricultural / Stubble Burning,MODERATE
22.3568,87.29144,2.45,308.77,n,None,123.99,Agricultural / Stubble Burning,MODERATE
22.36288,87.02039,3.47,306.97,n,None,98.8,Agricultural / Stubble Burning,MODERATE
22.36353,87.30087,4.39,319.03,n,None,124.58,Agricultural / Stubble Burning,MODERATE
22.3682,87.30145,1.56,304.52,n,None,124.43,Agricultural / Stubble Burning,MODERATE
22.36823,87.01551,1.63,306.83,n,None,98.07,Agricultural / Stubble Burning,MODERATE
22.3751,87.28096,2.03,314.36,n,None,122.19,Agricultural / Stubble Burning,MODERATE
22.37566,87.27567,2.03,304.98,n,None,121.67,Agricultural / Stubble Burning,MODERATE
22.38034,87.27624,2.08,305.76,n,None,121.52,Agricultural / Stubble Burning,MODERATE
23.16582,82.33868,1.13,296.56,n,None,240.86,Agricultural / Stubble Burning,MODERATE
23.48342,87.36598,2.54,318.13,n,None,142.37,Agricultural / Stubble Burning,MODERATE
23.56037,87.23828,1.64,307.02,n,None,136.54,Agricultural / Stubble Burning,MODERATE
23.56133,87.08495,2.82,312.32,n,None,124.64,Agricultural / Stubble Burning,MODERATE
23.5618,87.08329,2.58,309.97,n,None,124.55,Agricultural / Stubble Burning,MODERATE
23.63059,86.83554,1.49,304.0,n,None,113.36,Agricultural / Stubble Burning,MODERATE
23.66102,87.15663,1.61,310.95,n,None,137.54,Agricultural / Stubble Burning,MODERATE
23.66105,87.15417,1.97,310.43,n,None,137.36,Agricultural / Stubble Burning,MODERATE
23.66581,87.15722,1.69,305.21,n,None,137.95,Agricultural / Stubble Burning,MODERATE
23.68305,87.13069,2.13,304.3,n,None,137.36,Agricultural / Stubble Burning,MODERATE
23.689,87.1199,2.74,313.33,n,None,137.06,Agricultural / Stubble Burning,MODERATE
23.6913,87.0973,2.17,307.69,n,None,135.65,Agricultural / Stubble Burning,MODERATE
23.69381,87.12051,2.74,306.26,n,None,137.49,Agricultural / Stubble Burning,MODERATE
23.77845,86.21096,1.18,302.03,n,None,108.32,Agricultural / Stubble Burning,MODERATE
23.8254,84.57245,2.65,314.24,n,None,200.03,Agricultural / Stubble Burning,MODERATE
24.19478,82.71529,1.3,304.37,n,None,340.52,Agricultural / Stubble Burning,MODERATE
24.45041,83.03982,1.58,302.18,n,None,337.08,Agricultural / Stubble Burning,MODERATE
17.61176,83.20435,1.93,299.81,n,None,441.48,Agricultural / Stubble Burning,MODERATE
7.5604,80.93887,0.46,296.15,n,None,1516.28,Agricultural / Stubble Burning,MODERATE
36.999,80.19398,1.41,299.3,n,None,1071.41,Agricultural / Stubble Burning,MODERATE
28.27431,77.18369,1.96,307.27,n,None,90.99,Agricultural / Stubble Burning,MODERATE
28.33876,77.22203,2.01,307.25,n,None,95.09,Agricultural / Stubble Burning,MODERATE
28.37186,77.22637,2.28,311.31,n,None,98.1,Agricultural / Stubble Burning,MODERATE
28.37191,77.22437,2.08,310.73,n,None,98.2,Agricultural / Stubble Burning,MODERATE
28.71265,76.83423,1.39,308.5,n,None,150.5,Agricultural / Stubble Burning,MODERATE
28.72891,77.15579,2.08,304.8,n,None,136.89,Agricultural / Stubble Burning,MODERATE
28.74372,76.92805,1.3,310.39,n,None,148.46,Agricultural / Stubble Burning,MODERATE
29.91071,74.9481,1.47,311.05,n,None,371.85,Agricultural / Stubble Burning,MODERATE
30.2652,75.1722,1.16,306.83,n,None,385.57,Agricultural / Stubble Burning,MODERATE
31.24897,76.92875,0.95,303.65,n,None,413.06,Agricultural / Stubble Burning,MODERATE
31.2575,76.92561,0.65,299.85,n,None,414.05,Agricultural / Stubble Burning,MODERATE
31.32631,76.89441,0.8,300.3,n,None,422.12,Agricultural / Stubble Burning,MODERATE
31.67697,73.9679,1.07,308.05,n,None,579.67,Agricultural / Stubble Burning,MODERATE
32.37806,72.13975,2.88,308.4,n,None,754.51,Agricultural / Stubble Burning,MODERATE
32.57402,72.56427,1.66,311.47,n,None,741.87,Agricultural / Stubble Burning,MODERATE
32.57467,72.56023,1.66,317.55,n,None,742.18,Agricultural / Stubble Burning,MODERATE
32.64434,72.97855,1.5,307.12,n,None,721.93,Agricultural / Stubble Burning,MODERATE
32.71833,72.77437,1.31,309.87,n,None,740.61,Agricultural / Stubble Burning,MODERATE
32.72183,72.92242,1.05,310.92,n,None,731.9,Agricultural / Stubble Burning,MODERATE
32.88997,71.61787,2.88,308.81,n,None,829.15,Agricultural / Stubble Burning,MODERATE
33.29687,71.1862,2.26,311.11,n,None,889.48,Agricultural / Stubble Burning,MODERATE
21.74429,83.84162,4.69,306.38,n,None,237.85,Agricultural / Stubble Burning,MODERATE
21.75668,84.02494,2.48,303.2,n,None,220.96,Agricultural / Stubble Burning,MODERATE
21.75752,84.02106,2.51,299.86,n,None,221.36,Agricultural / Stubble Burning,MODERATE
22.35319,82.3017,0.37,298.61,n,None,160.58,Agricultural / Stubble Burning,MODERATE
22.35933,82.30335,3.05,321.02,n,None,161.23,Agricultural / Stubble Burning,MODERATE
22.36058,82.29811,3.05,302.64,n,None,161.03,Agricultural / Stubble Burning,MODERATE
22.92599,69.82516,0.47,304.23,n,None,55.96,Agricultural / Stubble Burning,MODERATE
23.16237,82.33812,1.88,297.45,n,None,240.48,Agricultural / Stubble Burning,MODERATE
23.16278,82.3373,1.49,299.14,n,None,240.49,Agricultural / Stubble Burning,MODERATE
23.16763,82.34403,0.98,297.56,n,None,241.27,Agricultural / Stubble Burning,MODERATE
23.16846,82.33961,1.88,299.71,n,None,241.16,Agricultural / Stubble Burning,MODERATE
23.16886,82.33886,0.98,297.16,n,None,241.17,Agricultural / Stubble Burning,MODERATE
24.15907,82.56497,1.96,301.97,n,None,335.94,Agricultural / Stubble Burning,MODERATE
24.19406,82.7135,1.3,304.02,n,None,340.49,Agricultural / Stubble Burning,MODERATE
24.20663,82.52689,1.38,302.5,n,None,329.43,Agricultural / Stubble Burning,MODERATE
24.20821,82.5249,1.18,300.83,n,None,329.18,Agricultural / Stubble Burning,MODERATE
25.98614,68.3296,1.07,306.38,n,None,428.36,Agricultural / Stubble Burning,MODERATE
26.09453,68.87779,0.9,310.37,n,None,420.31,Agricultural / Stubble Burning,MODERATE
26.2568,74.09404,1.15,304.73,n,None,387.33,Agricultural / Stubble Burning,MODERATE
26.6038,73.68548,1.17,305.72,n,None,412.49,Agricultural / Stubble Burning,MODERATE
26.8739,73.51617,1.53,307.39,n,None,421.44,Agricultural / Stubble Burning,MODERATE
26.87597,73.5153,2.21,308.3,n,None,421.48,Agricultural / Stubble Burning,MODERATE
26.9272,73.46883,1.19,308.72,n,None,424.86,Agricultural / Stubble Burning,MODERATE
27.28924,73.83797,1.04,309.6,n,None,382.73,Agricultural / Stubble Burning,MODERATE
28.42511,69.70123,2.2,322.17,n,None,663.07,Agricultural / Stubble Burning,MODERATE
15.1729,76.37688,1.74,303.71,n,None,852.44,Agricultural / Stubble Burning,MODERATE
15.17531,76.65881,2.88,310.22,n,None,834.11,Agricultural / Stubble Burning,MODERATE
15.17591,76.65572,3.94,325.58,n,None,834.25,Agricultural / Stubble Burning,MODERATE
15.17732,76.67535,2.99,311.33,n,None,832.89,Agricultural / Stubble Burning,MODERATE
15.33113,76.28708,1.04,303.43,n,None,844.56,Agricultural / Stubble Burning,MODERATE
22.91131,69.69718,1.29,313.18,n,None,61.39,Agricultural / Stubble Burning,MODERATE
22.93136,69.70407,0.41,296.7,n,None,62.77,Agricultural / Stubble Burning,MODERATE
22.93194,69.70036,0.6,298.33,n,None,63.04,Agricultural / Stubble Burning,MODERATE
22.93252,69.69664,0.6,304.4,n,None,63.32,Agricultural / Stubble Burning,MODERATE
13.89874,76.56414,0.45,300.68,n,None,957.89,Agricultural / Stubble Burning,MODERATE
19.45385,95.99504,2.92,331.34,n,None,1059.21,Agricultural / Stubble Burning,MODERATE
21.34977,97.42848,6.34,331.48,l,None,1169.44,Agricultural / Stubble Burning,MODERATE
22.33792,97.90936,5.57,333.0,n,None,1204.59,Agricultural / Stubble Burning,MODERATE
22.41684,97.85101,2.72,330.9,n,None,1197.92,Agricultural / Stubble Burning,MODERATE
23.79327,97.9868,5.26,341.56,n,None,1209.89,Agricultural / Stubble Burning,MODERATE
24.17529,94.36476,3.7,330.84,n,None,847.8,Agricultural / Stubble Burning,MODERATE
24.33248,94.81291,8.87,341.56,n,None,895.4,Agricultural / Stubble Burning,MODERATE
24.41547,96.21758,8.42,342.44,n,None,1037.47,Agricultural / Stubble Burning,MODERATE
25.24499,96.46485,1.99,328.76,n,None,1078.34,Agricultural / Stubble Burning,MODERATE
23.7653,86.4053,8.95,331.49,n,None,109.16,Agricultural / Stubble Burning,MODERATE
27.9647,96.96606,2.91,325.05,n,None,1224.82,Agricultural / Stubble Burning,MODERATE
36.32945,94.80486,3.92,336.52,l,None,1686.02,Agricultural / Stubble Burning,MODERATE
7.0915,81.40678,5.65,332.89,n,None,1567.68,Agricultural / Stubble Burning,MODERATE
7.09516,81.40624,9.49,337.69,n,None,1567.28,Agricultural / Stubble Burning,MODERATE
7.39533,81.33543,5.0,338.95,n,None,1533.9,Agricultural / Stubble Burning,MODERATE
7.39534,81.33423,2.42,335.32,n,None,1533.9,Agricultural / Stubble Burning,MODERATE
7.62647,80.9945,3.85,338.79,n,None,1508.76,Agricultural / Stubble Burning,MODERATE
7.62924,81.50008,15.9,333.69,n,None,1507.94,Agricultural / Stubble Burning,MODERATE
7.63724,80.20338,2.42,331.24,n,None,1512.29,Agricultural / Stubble Burning,MODERATE
7.77102,80.09364,3.09,330.68,n,None,1498.5,Agricultural / Stubble Burning,MODERATE
7.80884,80.6314,5.82,333.98,n,None,1490.09,Agricultural / Stubble Burning,MODERATE
7.83164,81.1179,8.26,337.7,n,None,1485.65,Agricultural / Stubble Burning,MODERATE
7.83406,81.1088,8.89,347.22,n,None,1485.4,Agricultural / Stubble Burning,MODERATE
7.85341,79.9135,3.05,332.6,n,None,1491.29,Agricultural / Stubble Burning,MODERATE
7.85685,79.91298,3.67,331.44,n,None,1490.92,Agricultural / Stubble Burning,MODERATE
7.86441,80.24615,3.61,340.71,n,None,1486.73,Agricultural / Stubble Burning,MODERATE
7.90063,81.18244,6.34,334.99,n,None,1477.86,Agricultural / Stubble Burning,MODERATE
7.90351,80.16106,4.65,336.68,n,None,1483.17,Agricultural / Stubble Burning,MODERATE
7.90454,80.19272,6.5,341.93,n,None,1482.76,Agricultural / Stubble Burning,MODERATE
7.92526,80.06694,7.8,336.79,n,None,1481.69,Agricultural / Stubble Burning,MODERATE
7.94563,80.2545,3.75,336.84,n,None,1477.65,Agricultural / Stubble Burning,MODERATE
7.97703,80.29797,1.97,331.2,n,None,1473.8,Agricultural / Stubble Burning,MODERATE
7.97825,80.2577,2.59,332.01,n,None,1474.01,Agricultural / Stubble Burning,MODERATE
7.9937,80.13193,5.71,338.37,n,None,1473.46,Agricultural / Stubble Burning,MODERATE
7.99392,80.08437,13.42,344.66,n,None,1473.91,Agricultural / Stubble Burning,MODERATE
7.99515,80.27524,5.94,333.36,n,None,1471.98,Agricultural / Stubble Burning,MODERATE
8.09289,79.9213,7.0,341.13,n,None,1464.72,Agricultural / Stubble Burning,MODERATE
8.32301,81.31039,5.33,335.47,n,None,1430.76,Agricultural / Stubble Burning,MODERATE
8.32964,81.27775,9.61,335.74,n,None,1430.05,Agricultural / Stubble Burning,MODERATE
8.33458,80.26307,6.83,344.92,n,None,1434.47,Agricultural / Stubble Burning,MODERATE
8.36306,80.51291,3.87,333.22,n,None,1429.32,Agricultural / Stubble Burning,MODERATE
8.36336,80.51225,4.29,333.09,n,None,1429.29,Agricultural / Stubble Burning,MODERATE
8.38157,80.16745,6.03,339.6,n,None,1430.16,Agricultural / Stubble Burning,MODERATE
8.39559,80.53728,9.21,339.25,n,None,1425.54,Agricultural / Stubble Burning,MODERATE
8.40156,80.5031,5.0,337.71,n,None,1425.12,Agricultural / Stubble Burning,MODERATE
8.42643,80.52443,27.04,351.75,n,None,1422.21,Wildfire / Forest Thermal Event,HIGH
8.44007,80.51826,3.39,337.95,n,None,1420.74,Agricultural / Stubble Burning,MODERATE
8.46077,80.48615,5.82,341.45,n,None,1418.67,Agricultural / Stubble Burning,MODERATE
8.46137,80.49021,7.28,344.72,n,None,1418.57,Agricultural / Stubble Burning,MODERATE
8.46433,80.48563,5.82,340.49,n,None,1418.28,Agricultural / Stubble Burning,MODERATE
8.46493,80.48969,7.28,340.88,n,None,1418.18,Agricultural / Stubble Burning,MODERATE
8.47013,80.50246,5.79,346.57,n,None,1417.51,Agricultural / Stubble Burning,MODERATE
8.47028,80.50135,5.08,343.4,n,None,1417.5,Agricultural / Stubble Burning,MODERATE
8.4731,80.49786,5.79,335.59,n,None,1417.21,Agricultural / Stubble Burning,MODERATE
8.47323,80.49677,5.08,336.04,n,None,1417.21,Agricultural / Stubble Burning,MODERATE
8.47579,80.16636,13.84,339.11,n,None,1419.73,Agricultural / Stubble Burning,MODERATE
8.4786,80.21029,3.96,336.56,n,None,1419.0,Agricultural / Stubble Burning,MODERATE
8.5051,80.49313,13.76,347.17,n,None,1413.7,Agricultural / Stubble Burning,MODERATE
8.53058,80.46856,9.59,339.84,n,None,1411.05,Agricultural / Stubble Burning,MODERATE
8.53295,80.45995,5.76,339.29,n,None,1410.85,Agricultural / Stubble Burning,MODERATE
8.5365,80.45943,10.56,345.31,n,None,1410.46,Agricultural / Stubble Burning,MODERATE
8.55264,80.74739,7.96,336.11,n,None,1406.85,Agricultural / Stubble Burning,MODERATE
8.5549,80.53573,7.08,340.35,n,None,1407.87,Agricultural / Stubble Burning,MODERATE
8.55601,80.44409,4.77,339.75,n,None,1408.41,Agricultural / Stubble Burning,MODERATE
